option_type,strike,moneyness,bid,ask,mid,implied_vol,volume,openInterest,lastTradeDate
put,7280.0,0.9522656838741238,70.7,71.7,71.2,0.1858269830186812,26.0,0,2026-09-10 18:30:07+00:00
put,7285.0,0.9529197125031582,71.4,72.5,71.95,0.18524655692539288,4.0,0,2026-09-09 14:20:56+00:00
put,7290.0,0.9535737411321926,72.4,73.4,72.9,0.1848883607718981,7.0,0,2026-09-10 20:01:00+00:00
put,7295.0,0.954227769761227,73.2,74.3,73.75,0.184400718834008,2.0,0,2026-09-10 16:21:14+00:00
put,7300.0,0.9548817983902615,73.8,74.6,74.19999999999999,0.18344017781674976,146.0,0,2026-09-10 20:01:00+00:00
put,7305.0,0.955535827019296,74.5,75.6,75.05,0.1829310599149072,1.0,0,2026-09-04 13:39:44+00:00
put,7310.0,0.9561898556483304,75.6,76.6,76.1,0.18263764623143652,27.0,0,2026-09-10 18:25:26+00:00
put,7315.0,0.9568438842773648,76.2,77.2,76.7,0.1818200900062877,1.0,0,2026-09-10 19:13:11+00:00
put,7320.0,0.9574979129063992,77.0,78.0,77.5,0.18121898256539215,18.0,0,2026-09-10 20:01:10+00:00
put,7325.0,0.9581519415354336,77.8,78.8,78.3,0.18060659655927286,14.0,0,2026-09-10 20:01:10+00:00
put,7330.0,0.9588059701644681,78.8,79.9,79.35,0.18026138440056275,2.0,0,2026-09-10 14:58:07+00:00
put,7335.0,0.9594599987935025,79.4,80.5,79.95,0.17940348699383551,6.0,0,2026-09-10 14:58:07+00:00
put,7340.0,0.9601140274225369,80.5,81.6,81.05,0.17908759198366525,4.0,0,2026-09-10 19:13:11+00:00
put,7345.0,0.9607680560515713,81.4,82.5,81.95,0.17853780956291712,7.0,0,2026-09-10 19:09:55+00:00
put,7350.0,0.9614220846806057,82.2,82.9,82.55000000000001,0.17764882202631446,41.0,0,2026-09-10 19:45:30+00:00
put,7355.0,0.9620761133096402,82.9,84.2,83.55000000000001,0.17718458583592547,2.0,0,2026-09-04 15:10:50+00:00
put,7360.0,0.9627301419386746,83.8,85.0,84.4,0.17654517656685662,2.0,0,2026-09-10 13:55:23+00:00
put,7365.0,0.9633841705677091,85.0,86.1,85.55,0.17621579935991985,6.0,0,2026-09-10 17:25:19+00:00
put,7370.0,0.9640381991967435,85.7,86.9,86.30000000000001,0.17544470324023098,5.0,0,2026-09-10 16:42:58+00:00
put,7375.0,0.9646922278257779,86.6,87.8,87.19999999999999,0.1748222352342493,36.0,0,2026-09-10 18:49:23+00:00
put,7380.0,0.9653462564548123,87.6,88.7,88.15,0.1742403709114124,6.0,0,2026-09-10 19:03:39+00:00
put,7385.0,0.9660002850838467,88.6,89.8,89.19999999999999,0.17375084312066463,3.0,0,2026-09-10 13:41:36+00:00
put,7390.0,0.9666543137128811,89.8,90.9,90.35,0.17335204466262089,7.0,0,2026-09-10 14:20:20+00:00
put,7395.0,0.9673083423419155,90.5,91.7,91.1,0.1725225222477045,10.0,0,2026-09-09 15:42:36+00:00
put,7400.0,0.9679623709709501,91.8,92.4,92.1,0.1719410892725642,468.0,0,2026-09-10 19:57:39+00:00
put,7405.0,0.9686163995999845,92.6,93.8,93.19999999999999,0.17144946762875352,3.0,0,2026-09-08 18:56:20+00:00
put,7410.0,0.9692704282290189,93.7,94.8,94.25,0.17089243468948564,21.0,0,2026-09-10 18:25:18+00:00
put,7415.0,0.9699244568580533,94.7,95.9,95.30000000000001,0.17032175703464272,10.0,0,2026-09-09 17:18:12+00:00
put,7420.0,0.9705784854870877,95.6,96.8,96.19999999999999,0.16958515606614538,5.0,0,2026-09-10 17:12:16+00:00
put,7425.0,0.9712325141161221,96.8,98.0,97.4,0.16913950881545112,173.0,0,2026-09-10 18:24:51+00:00
put,7430.0,0.9718865427451566,98.0,99.1,98.55,0.1686285251727256,17.0,0,2026-09-10 19:37:39+00:00
put,7435.0,0.972540571374191,99.0,100.2,99.6,0.16800287672743874,2.0,0,2026-09-02 17:12:41+00:00
put,7440.0,0.9731946000032254,100.0,101.4,100.7,0.16741343271403292,4.0,0,2026-09-10 14:11:03+00:00
put,7445.0,0.9738486286322598,101.3,102.6,101.94999999999999,0.16695875102369004,1.0,0,2026-09-10 14:04:52+00:00
put,7450.0,0.9745026572612943,102.6,103.2,102.9,0.16619226661654973,33.0,0,2026-09-10 19:37:39+00:00
put,7455.0,0.9751566858903287,103.5,104.7,104.1,0.165658908767231,2.0,0,2026-09-10 18:05:12+00:00
put,7460.0,0.9758107145193631,105.0,106.2,105.6,0.1654044522792928,22.0,0,2026-09-10 14:58:06+00:00
put,7465.0,0.9764647431483976,105.9,107.1,106.5,0.16454728862386306,6.0,0,2026-09-10 17:12:16+00:00
put,7470.0,0.977118771777432,107.2,108.5,107.85,0.1641147533676018,5.0,0,2026-09-10 18:09:49+00:00
put,7475.0,0.9777728004064664,108.2,109.6,108.9,0.1633757453063768,50.0,0,2026-09-10 19:56:59+00:00
put,7480.0,0.9784268290355008,109.5,110.8,110.15,0.16281565447948032,21.0,0,2026-09-10 19:27:45+00:00
put,7485.0,0.9790808576645352,110.8,112.1,111.44999999999999,0.16228815232543253,10.0,0,2026-09-10 18:51:45+00:00
put,7490.0,0.9797348862935696,112.3,113.5,112.9,0.16188831356948089,7.0,0,2026-09-10 15:17:50+00:00
put,7495.0,0.9803889149226042,113.5,114.8,114.15,0.16128099258985687,6.0,0,2026-09-04 18:12:12+00:00
put,7500.0,0.9810429435516386,114.9,115.7,115.30000000000001,0.16056321987466746,190.0,0,2026-09-10 20:08:03+00:00
put,7505.0,0.981696972180673,116.2,117.6,116.9,0.16025633674726533,1.0,0,2026-09-09 13:47:45+00:00
put,7510.0,0.9823510008097074,117.4,118.7,118.05000000000001,0.15950727280032853,20.0,0,2026-09-10 18:52:31+00:00
put,7515.0,0.9830050294387418,118.9,120.2,119.55000000000001,0.15907207883052282,13.0,0,2026-09-10 16:58:27+00:00
put,7520.0,0.9836590580677762,120.3,121.5,120.9,0.15847912772681214,30.0,0,2026-09-10 20:08:36+00:00
put,7525.0,0.9843130866968106,121.7,123.0,122.35,0.15796314393350439,27.0,0,2026-09-10 16:58:27+00:00
put,7530.0,0.9849671153258451,123.2,124.6,123.9,0.15752318701165022,19.0,0,2026-09-10 19:40:09+00:00
put,7535.0,0.9856211439548795,124.5,125.8,125.15,0.15678725174389538,20.0,0,2026-09-10 16:00:15+00:00
put,7540.0,0.986275172583914,126.1,127.4,126.75,0.15635906111856848,65.0,0,2026-09-10 20:06:04+00:00
put,7545.0,0.9869292012129484,127.5,128.9,128.2,0.1557745061979534,65.0,0,2026-09-10 19:40:56+00:00
put,7550.0,0.9875832298419828,129.2,129.9,129.55,0.15508068475641645,52.0,0,2026-09-10 20:08:36+00:00
put,7555.0,0.9882372584710172,130.7,132.0,131.35,0.15478288775324184,5.0,0,2026-09-10 19:43:20+00:00
put,7560.0,0.9888912871000516,132.0,133.4,132.7,0.15405415980946044,228.0,0,2026-09-10 20:06:04+00:00
put,7565.0,0.9895453157290861,133.8,135.2,134.5,0.1537191887119625,102.0,0,2026-09-10 19:40:56+00:00
put,7570.0,0.9901993443581205,135.4,136.8,136.10000000000002,0.15318289892809936,95.0,0,2026-09-10 19:55:24+00:00
put,7575.0,0.9908533729871549,136.9,138.3,137.60000000000002,0.15253736092217735,64.0,0,2026-09-10 19:51:21+00:00
put,7580.0,0.9915074016161893,138.6,140.1,139.35,0.15210048510660024,112.0,0,2026-09-10 19:58:40+00:00
put,7585.0,0.9921614302452237,140.3,141.7,141.0,0.1515539748925912,56.0,0,2026-09-10 19:28:48+00:00
put,7590.0,0.9928154588742581,141.9,143.2,142.55,0.15089826089879613,76.0,0,2026-09-10 19:46:48+00:00
put,7595.0,0.9934694875032927,143.6,144.9,144.25,0.15035917553519737,65.0,0,2026-09-10 19:44:07+00:00
put,7600.0,0.9941235161323271,145.3,146.2,145.75,0.14962073069895548,529.0,0,2026-09-10 20:06:04+00:00
put,7605.0,0.9947775447613615,147.2,148.7,147.95,0.14949281615316382,96.0,0,2026-09-10 18:52:10+00:00
put,7610.0,0.9954315733903959,148.8,150.2,149.5,0.14876047913848764,93.0,0,2026-09-10 19:58:40+00:00
put,7615.0,0.9960856020194303,150.6,152.0,151.3,0.1482330044829485,96.0,0,2026-09-10 19:49:45+00:00
put,7620.0,0.9967396306484647,152.4,153.8,153.10000000000002,0.14768547258420217,24.0,0,2026-09-10 19:47:46+00:00
put,7625.0,0.9973936592774991,154.5,155.9,155.2,0.1473862044029677,148.0,0,2026-09-10 19:30:19+00:00
put,7630.0,0.9980476879065336,156.2,157.6,156.89999999999998,0.14670843309364093,112.0,0,2026-09-10 18:30:23+00:00
put,7635.0,0.998701716535568,158.3,159.7,159.0,0.14636767292768338,124.0,0,2026-09-10 18:19:27+00:00
put,7640.0,0.9993557451646025,160.2,161.7,160.95,0.14587190242842987,81.0,0,2026-09-10 18:51:51+00:00
call,7645.0,1.0000097737936369,162.0,163.3,162.65,0.1451982650072867,1.0,0,2026-09-10 17:02:59+00:00
call,7650.0,1.0006638024226713,159.3,160.1,159.7,0.1447265954912845,76.0,0,2026-09-10 18:53:12+00:00
call,7655.0,1.0013178310517057,156.0,157.4,156.7,0.14418883294531656,6.0,0,2026-09-10 17:46:12+00:00
call,7660.0,1.00197185968074,153.2,154.5,153.85,0.14376326791301564,8.0,0,2026-09-09 15:22:18+00:00
call,7665.0,1.0026258883097745,150.3,151.6,150.95,0.14327122592966174,20.0,0,2026-09-10 19:38:59+00:00
call,7670.0,1.003279916938809,147.1,148.7,147.89999999999998,0.14262317157028206,11.0,0,2026-09-10 19:38:59+00:00
call,7675.0,1.0039339455678433,144.5,145.9,145.2,0.1422653824500779,426.0,0,2026-09-10 19:32:19+00:00
call,7680.0,1.004587974196878,141.5,143.0,142.25,0.14166175306776144,24.0,0,2026-09-10 19:47:40+00:00
call,7685.0,1.0052420028259124,139.1,140.2,139.64999999999998,0.14134842699130407,28.0,0,2026-09-10 17:36:53+00:00
call,7690.0,1.0058960314549468,136.2,137.6,136.89999999999998,0.14087816989611113,307.0,0,2026-09-10 19:08:07+00:00
call,7695.0,1.0065500600839812,133.2,134.6,133.89999999999998,0.1401606214995882,725.0,0,2026-09-10 18:15:44+00:00
call,7700.0,1.0072040887130156,130.9,131.6,131.25,0.13973344784103048,188.0,0,2026-09-10 19:36:47+00:00
call,7705.0,1.00785811734205,127.8,129.3,128.55,0.13923789260303018,28.0,0,2026-09-10 19:08:07+00:00
call,7710.0,1.0085121459710844,125.3,126.7,126.0,0.13885367198514983,30.0,0,2026-09-10 19:26:29+00:00
call,7715.0,1.0091661746001188,122.7,124.1,123.4,0.13840066895100597,58.0,0,2026-09-10 19:26:29+00:00
call,7720.0,1.0098202032291532,120.0,121.4,120.7,0.13783307587973853,92.0,0,2026-09-10 19:55:20+00:00
call,7725.0,1.0104742318581876,117.8,119.0,118.4,0.13760340515705669,29.0,0,2026-09-10 18:48:17+00:00
call,7730.0,1.011128260487222,115.3,116.5,115.9,0.13716845524381904,52.0,0,2026-09-10 19:51:19+00:00
call,7735.0,1.0117822891162565,112.5,113.9,113.2,0.13652652309704996,89.0,0,2026-09-10 18:02:19+00:00
call,7740.0,1.0124363177452909,109.9,111.4,110.65,0.13599567495779594,91.0,0,2026-09-10 19:08:07+00:00
call,7745.0,1.0130903463743255,107.4,108.9,108.15,0.13548497382763094,1.0,0,2026-09-10 18:29:50+00:00
call,7750.0,1.01374437500336,105.7,106.3,106.0,0.13527055042183903,819.0,0,2026-09-10 18:51:45+00:00
call,7755.0,1.0143984036323943,102.7,104.2,103.45,0.13466264613916568,7.0,0,2026-09-08 17:36:11+00:00
call,7760.0,1.0150524322614287,100.5,101.8,101.15,0.13425945167053258,10.0,0,2026-09-10 18:23:48+00:00
call,7765.0,1.0157064608904631,98.3,99.6,98.94999999999999,0.13392356180453438,1.0,0,2026-09-09 13:32:17+00:00
call,7770.0,1.0163604895194975,95.9,97.3,96.6,0.13342203297948688,8.0,0,2026-09-10 15:25:42+00:00
call,7775.0,1.017014518148532,93.5,95.0,94.25,0.1328934323477062,1.0,0,2026-09-10 15:36:01+00:00
call,7780.0,1.0176685467775664,91.5,92.9,92.2,0.13262024470061942,29.0,0,2026-09-10 18:43:12+00:00
call,7785.0,1.0183225754066008,89.5,90.7,90.1,0.1322742514038148,6.0,0,2026-09-10 19:10:04+00:00
call,7790.0,1.0189766040356352,87.2,88.6,87.9,0.13180670546396564,4.0,0,2026-09-10 19:10:04+00:00
call,7795.0,1.0196306326646696,85.2,86.5,85.85,0.13145507099627426,8.0,0,2026-09-10 19:03:26+00:00
call,7800.0,1.020284661293704,83.4,84.0,83.7,0.1309803748581649,1675.0,0,2026-09-10 19:48:55+00:00
call,7805.0,1.0209386899227384,80.9,82.2,81.55000000000001,0.1304772948844884,1.0,0,2026-09-08 14:08:00+00:00
call,7810.0,1.021592718551773,79.0,80.2,79.6,0.13014018792700016,31.0,0,2026-09-10 18:52:28+00:00
call,7815.0,1.0222467471808074,77.0,78.2,77.6,0.12972682088363738,10.0,0,2026-09-10 19:48:55+00:00
call,7820.0,1.0229007758098418,75.3,76.4,75.85,0.12953190601855516,8.0,0,2026-09-04 18:54:01+00:00
call,7825.0,1.0235548044388763,73.3,74.5,73.9,0.12911251149689193,45.0,0,2026-09-10 19:32:07+00:00
call,7830.0,1.0242088330679107,71.5,72.7,72.1,0.12881433740661943,20.0,0,2026-09-10 18:51:16+00:00
call,7835.0,1.024862861696945,69.5,70.7,70.1,0.12828708402798658,14.0,0,2026-09-10 14:13:22+00:00
call,7840.0,1.0255168903259795,67.9,69.0,68.45,0.1280843823285951,4.0,0,2026-09-10 18:51:46+00:00
call,7845.0,1.0261709189550139,65.9,67.2,66.55000000000001,0.12759938834755,8.0,0,2026-09-10 19:53:54+00:00
call,7850.0,1.0268249475840483,64.1,65.3,64.69999999999999,0.12713499331806247,27.0,0,2026-09-10 19:51:40+00:00
call,7855.0,1.0274789762130827,62.6,63.8,63.2,0.12700400685839675,4.0,0,2026-09-10 19:53:54+00:00
call,7860.0,1.0281330048421171,60.8,62.0,61.4,0.12653254098736985,11.0,0,2026-09-10 18:51:46+00:00
call,7865.0,1.0287870334711515,59.3,60.4,59.849999999999994,0.12629425750003093,1.0,0,2026-09-10 16:15:25+00:00
call,7870.0,1.029441062100186,57.5,58.7,58.1,0.12581453414579039,9.0,0,2026-09-10 19:59:41+00:00
call,7875.0,1.0300950907292206,56.2,57.3,56.75,0.12573402974352146,12.0,0,2026-09-10 19:51:40+00:00
call,7880.0,1.030749119358255,54.6,55.7,55.150000000000006,0.1253562984986197,2.0,0,2026-09-10 18:41:38+00:00
call,7885.0,1.0314031479872894,53.0,54.1,53.55,0.12494768785626238,24.0,0,2026-09-10 20:14:30+00:00
call,7890.0,1.0320571766163238,51.7,52.7,52.2,0.12478511993872388,23.0,0,2026-09-10 16:47:48+00:00
call,7895.0,1.0327112052453582,50.1,51.1,50.6,0.12431501637669232,33.0,0,2026-09-09 19:09:18+00:00
call,7900.0,1.0333652338743926,48.8,49.4,49.099999999999994,0.12392479136395647,64.0,0,2026-09-10 20:13:55+00:00
call,7905.0,1.034019262503427,47.4,48.4,47.9,0.1238467412761609,11.0,0,2026-09-10 18:30:00+00:00
call,7910.0,1.0346732911324614,45.9,47.0,46.45,0.12345325908277525,22.0,0,2026-09-10 14:57:47+00:00
call,7915.0,1.0353273197614958,44.5,45.6,45.05,0.1230857716047462,294.0,0,2026-09-10 19:09:12+00:00
call,7920.0,1.0359813483905302,43.2,44.3,43.75,0.12280477108254116,17.0,0,2026-09-10 18:16:21+00:00
call,7925.0,1.0366353770195647,42.2,43.2,42.7,0.12279378358778091,115.0,0,2026-09-10 19:49:51+00:00
call,7930.0,1.037289405648599,40.7,41.8,41.25,0.12227217728072666,5.0,0,2026-09-10 19:59:41+00:00
call,7935.0,1.0379434342776335,39.6,40.6,40.1,0.12208335517793742,264.0,0,2026-09-10 19:04:14+00:00
call,7940.0,1.038597462906668,38.4,39.4,38.9,0.12180348410440137,26.0,0,2026-09-10 19:13:11+00:00
call,7945.0,1.0392514915357025,37.4,38.4,37.9,0.12174532014435803,25.0,0,2026-09-10 18:08:01+00:00
call,7950.0,1.039905520164737,36.2,37.2,36.7,0.12140561612965343,51.0,0,2026-09-10 19:49:51+00:00
call,7955.0,1.0405595487937713,35.1,36.1,35.6,0.12116263740695556,21.0,0,2026-09-10 13:55:24+00:00
call,7960.0,1.0412135774228057,34.0,34.9,34.45,0.12082316511620513,3.0,0,2026-09-10 19:13:11+00:00
call,7965.0,1.0418676060518401,32.9,33.8,33.349999999999994,0.12051690015314406,14.0,0,2026-09-10 15:46:08+00:00
call,7970.0,1.0425216346808746,32.0,32.9,32.45,0.1204489952801976,1.0,0,2026-09-10 14:20:08+00:00
call,7975.0,1.043175663309909,30.9,31.8,31.35,0.1200799892717964,10.0,0,2026-09-10 18:02:19+00:00
call,7980.0,1.0438296919389434,29.9,30.9,30.4,0.1198853859672539,4.0,0,2026-09-10 18:39:52+00:00
call,7985.0,1.0444837205679778,28.9,29.9,29.4,0.11958986531895294,10.0,0,2026-09-10 15:37:42+00:00
call,7990.0,1.0451377491970122,28.1,29.0,28.55,0.11947723014200504,3.0,0,2026-09-10 13:57:37+00:00
call,7995.0,1.0457917778260466,27.2,28.1,27.65,0.11926377597869109,5.0,0,2026-09-09 16:04:12+00:00
call,8000.0,1.046445806455081,26.6,27.1,26.85,0.11916800638203541,14.0,0,2026-09-10 20:14:43+00:00
call,8005.0,1.0470998350841156,25.5,26.4,25.95,0.11889397060497402,5.0,0,2026-09-10 17:08:06+00:00
call,8010.0,1.04775386371315,24.6,25.5,25.05,0.11858660532208444,16.0,0,2026-09-09 20:07:57+00:00
call,8015.0,1.0484078923421845,23.9,24.8,24.35,0.11855724595946777,17.0,0,2026-09-10 16:51:19+00:00
call,8020.0,1.0490619209712189,23.0,23.9,23.45,0.118184790590508,6.0,0,2026-09-10 19:37:39+00:00
call,8025.0,1.0497159496002533,22.3,23.1,22.700000000000003,0.11801778275388852,23.0,0,2026-09-10 18:30:57+00:00
call,8030.0,1.0503699782292877,21.6,22.4,22.0,0.11790299121193126,1.0,0,2026-09-10 15:12:29+00:00
call,8035.0,1.051024006858322,20.9,21.7,21.299999999999997,0.11775982545129023,1.0,0,2026-09-09 14:00:03+00:00
call,8040.0,1.0516780354873565,20.1,20.9,20.5,0.11741640156160434,1.0,0,2026-09-10 13:55:24+00:00
call,8045.0,1.052332064116391,19.5,20.3,19.9,0.11738392293954511,4.0,0,2026-09-10 19:40:12+00:00
call,8050.0,1.0529860927454253,19.0,19.4,19.2,0.117148690348087,11125.0,0,2026-09-10 19:59:15+00:00
call,8055.0,1.0536401213744597,18.1,18.9,18.5,0.11688006338429086,2.0,0,2026-09-03 15:02:30+00:00
call,8060.0,1.0542941500034941,17.4,18.2,17.799999999999997,0.11657645394231361,2.0,0,2026-09-09 20:07:57+00:00
call,8065.0,1.0549481786325285,16.8,17.6,17.200000000000003,0.11642475946731994,8.0,0,2026-09-10 17:05:10+00:00
call,8070.0,1.055602207261563,16.3,17.1,16.700000000000003,0.11643461844638657,9.0,0,2026-09-10 18:32:42+00:00
call,8075.0,1.0562562358905976,15.8,16.5,16.15,0.11632252107845352,24.0,0,2026-09-10 19:45:09+00:00
call,8080.0,1.056910264519632,15.2,15.9,15.55,0.11608163082609955,2.0,0,2026-09-10 18:40:51+00:00
call,8085.0,1.0575642931486664,14.6,15.4,15.0,0.1159082289796475,7.0,0,2026-09-09 16:54:34+00:00
call,8090.0,1.0582183217777008,14.1,14.9,14.5,0.11580725603392254,2.0,0,2026-09-10 18:20:37+00:00
call,8095.0,1.0588723504067352,13.6,14.4,14.0,0.11567755821876877,4.0,0,2026-09-10 19:40:12+00:00
call,8100.0,1.0595263790357696,13.1,13.9,13.5,0.11551784013973779,48.0,0,2026-09-10 19:45:09+00:00
call,8105.0,1.060180407664804,12.7,13.4,13.05,0.11543768039049723,1.0,0,2026-09-10 15:01:00+00:00
call,8110.0,1.0608344362938384,12.2,12.9,12.55,0.11521611186041499,6.0,0,2026-09-10 19:37:13+00:00
call,8115.0,1.0614884649228729,11.8,12.5,12.15,0.11519210398734364,4.0,0,2026-09-10 15:00:46+00:00
call,8120.0,1.0621424935519073,11.3,12.1,11.7,0.11502400559005382,10.0,0,2026-09-10 15:47:39+00:00
call,8125.0,1.0627965221809417,10.9,11.7,11.3,0.11494497104331838,43.0,0,2026-09-10 19:54:51+00:00
call,8130.0,1.063450550809976,10.6,11.3,10.95,0.11496159479021227,149.0,0,2026-09-10 13:57:37+00:00
call,8135.0,1.0641045794390105,10.2,10.9,10.55,0.11482788062750969,6.0,0,2026-09-03 15:36:25+00:00
call,8140.0,1.0647586080680451,9.8,10.6,10.2,0.1147928805748245,148.0,0,2026-09-10 14:48:33+00:00
call,8145.0,1.0654126366970795,9.4,10.2,9.8,0.11459926787103011,17.0,0,2026-09-04 13:34:01+00:00
call,8150.0,1.066066665326114,9.1,9.8,9.45,0.1145075831368816,35.0,0,2026-09-10 19:01:57+00:00
call,8155.0,1.0667206939551483,8.8,9.5,9.15,0.11452584626274433,1.0,0,2026-09-10 15:39:37+00:00
call,8160.0,1.0673747225841828,8.4,9.2,8.8,0.11437835015749308,2.0,0,2026-09-10 19:37:13+00:00
call,8165.0,1.0680287512132172,8.1,8.8,8.45,0.11419901177707785,4.0,0,2026-09-10 15:00:46+00:00
call,8170.0,1.0686827798422516,7.9,8.6,8.25,0.11443361627044138,13.0,0,2026-09-10 18:51:32+00:00
call,8175.0,1.069336808471286,7.6,8.3,7.95,0.11435002775072985,31.0,0,2026-09-10 19:54:51+00:00
call,8180.0,1.0699908371003204,7.3,8.0,7.65,0.11423780056307821,150.0,0,2026-09-10 13:57:37+00:00
call,8185.0,1.0706448657293548,7.0,7.7,7.35,0.11409539110669172,8.0,0,2026-09-10 18:10:16+00:00
call,8190.0,1.0712988943583892,6.8,7.5,7.15,0.11424911781340336,148.0,0,2026-09-10 13:41:18+00:00
call,8195.0,1.0719529229874236,6.6,7.2,6.9,0.11421814087744894,42.0,0,2026-09-02 18:18:48+00:00
call,8200.0,1.072606951616458,6.3,7.0,6.65,0.1141611533165108,10.0,0,2026-09-10 14:33:40+00:00
call,8205.0,1.0732609802454927,6.1,6.8,6.449999999999999,0.11425255567594857,1.0,0,2026-09-08 16:28:52+00:00
call,8210.0,1.073915008874527,5.9,6.5,6.2,0.1141441465612454,1.0,0,2026-08-17 18:14:54+00:00
call,8220.0,1.0752230661325959,5.5,6.1,5.8,0.11421437761958463,12.0,0,2026-09-10 18:51:32+00:00
call,8225.0,1.0758770947616303,5.3,5.9,5.6,0.11421529511051261,1.0,0,2026-09-10 13:53:01+00:00
call,8230.0,1.0765311233906647,5.1,5.8,5.449999999999999,0.11438982796815045,1.0,0,2026-09-10 13:55:36+00:00
call,8240.0,1.0778391806487335,4.8,5.4,5.1,0.11448352091781375,1.0,0,2026-09-10 13:41:18+00:00
call,8250.0,1.0791472379068023,4.4,5.0,4.7,0.11426939552896924,228.0,0,2026-09-10 18:06:05+00:00
call,8260.0,1.0804552951648712,4.2,4.7,4.45,0.11462227814683373,10.0,0,2026-09-03 13:48:50+00:00
call,8270.0,1.0817633524229402,3.9,4.4,4.15,0.1146723462664719,4.0,0,2026-09-09 14:23:50+00:00
call,8275.0,1.0824173810519746,3.8,4.3,4.05,0.1149087246356013,2.0,0,2026-09-01 16:34:49+00:00
call,8280.0,1.083071409681009,3.6,4.2,3.9000000000000004,0.11488177104208191,2.0,0,2026-09-08 20:06:47+00:00
call,8290.0,1.0843794669390778,3.4,3.9,3.65,0.115015367664778,1.0,0,2026-09-08 13:39:31+00:00
call,8300.0,1.0856875241971466,3.2,3.7,3.45,0.1153428684393255,36.0,0,2026-09-10 14:14:08+00:00
call,8310.0,1.0869955814552155,3.0,3.5,3.25,0.11560722970987693,1.0,0,2026-09-10 19:48:28+00:00
call,8320.0,1.0883036387132843,2.85,3.3,3.075,0.1159541655609738,3.0,0,2026-08-31 18:20:36+00:00
call,8325.0,1.0889576673423187,2.8,3.2,3.0,0.11618240511966563,21.0,0,2026-09-04 14:20:26+00:00
call,8330.0,1.089611695971353,2.7,3.1,2.9000000000000004,0.11624116014105726,50.0,0,2026-09-01 19:51:24+00:00
call,8340.0,1.0909197532294221,2.55,2.95,2.75,0.11662812545717025,13.0,0,2026-09-04 19:51:54+00:00
call,8350.0,1.092227810487491,2.4,2.8,2.5999999999999996,0.11696020355812456,53.0,0,2026-09-10 19:09:11+00:00
call,8360.0,1.0935358677455598,2.25,2.65,2.45,0.11723300980128906,1.0,0,2026-09-08 16:24:00+00:00
call,8370.0,1.0948439250036286,2.15,2.5,2.325,0.11762983812591386,1.0,0,2026-09-04 13:49:07+00:00
call,8375.0,1.095497953632663,2.1,2.45,2.2750000000000004,0.11790480038211751,10.0,0,2026-09-08 18:34:15+00:00
call,8380.0,1.0961519822616974,2.0,2.4,2.2,0.11797472197458952,1.0,0,2026-09-10 19:48:28+00:00
call,8390.0,1.0974600395197662,1.9,2.3,2.0999999999999996,0.11846827480506444,1.0,0,2026-09-09 19:38:28+00:00
call,8400.0,1.098768096777835,1.8,2.2,2.0,0.11891955083291889,2.0,0,2026-09-10 14:26:04+00:00
call,8410.0,1.100076154035904,1.7,2.1,1.9,0.11932568203445283,101.0,0,2026-09-03 19:23:31+00:00
call,8420.0,1.101384211293973,1.65,2.05,1.8499999999999999,0.12014172017738435,3.0,0,2026-08-31 14:49:58+00:00
call,8425.0,1.1020382399230073,1.6,2.0,1.8,0.12031162934577051,1.0,0,2026-09-02 16:30:21+00:00
call,8430.0,1.1026922685520417,1.55,1.95,1.75,0.12046846092205732,2.0,0,2026-08-27 17:08:36+00:00
